24950,240,6
27560,240,6
21589,173,6
19339,170,6
20339,170,6
18739,172,6
24589,194,6
26189,194,6
34895,280,6
28495,260,6
32445,260,6
29795,280,6
31145,255,6
31849,275,6
20449,193,6
43895,235,6
29995,192,6
33995,227,6
27905,195,6
25520,190,6
26000,195,6
18435,170,6
20615,195,6
19635,192,6
25995,174,6
32350,225,6
41010,220,6
32415,215,6
31045,215,6
32455,215,6
39195,230,6
32495,232,6
36895,232,6
22350,207,6
28750,200,6
33780,168,6
32280,168,6
33480,168,6
52120,349,6
37630,215,6
38830,215,6
28370,215,6
35920,215,6
45707,215,6
50670,221,6
48170,221,6
56170,349,6
33995,201,6
29995,210,6
22595,155,6
21595,155,6
23895,201,6
29282,205,6
25092,210,6
26992,210,6
30492,215,6
25700,230,6
33112,215,6
26910,287,6
34390,287,6
23290,245,6
19479,180,6
27490,265,6
29440,265,6
28739,245,6
27339,240,6
24780,240,6
32780,240,6
20939,180,6
23675,170,6
28790,185,6
21595,185,6
22450,175,6
22395,200,6
24295,200,6
23845,185,6
31370,185,6
84165,315,6
79165,315,6
192465,477,6
76765,315,6
43365,228,6
52365,258,6
21410,182,6
29345,212,6
31545,212,6
17262,155,6
17163,165,6
23699,185,6
27710,245,6
26560,210,6
30920,210,6
22775,210,6
21965,225,6
26510,225,6
25920,210,6
27930,230,6
23495,230,6
28800,230,6
25935,190,6
16495,190,6
23785,200,6
33180,190,6
35515,220,6
37730,208,6
45210,268,6
41250,268,6
49690,300,8
69190,330,8
84600,450,8
49090,340,8
48040,340,8
54995,325,8
69195,325,8
73195,325,8
52195,325,8
45445,275,8
50595,300,8
52975,345,8
52795,295,8
47955,275,8
46995,320,8
76200,320,8
36100,295,8
44535,350,8
51535,350,8
40340,300,8
41995,300,8
42735,295,8
41465,295,8
35725,285,8
32235,230,8
24345,224,8
27370,224,8
30315,239,8
34560,232,8
22010,231,8
33540,300,8
29380,260,8
37530,280,8
25717,285,8
29322,300,8
46265,325,8
49995,316,8
36395,315,8
42845,340,8
52545,340,8
49995,294,8
63120,390,8
68995,294,8
59995,294,8
74995,390,8
74995,294,8
69995,294,8
86995,390,8
81995,390,8
39250,217,8
72250,282,8
48450,300,8
45700,235,8
55750,290,8
64800,235,8
63200,300,8
42915,302,8
40095,280,8
43495,280,8
52775,300,8
41815,239,8
44925,239,8
50470,239,8
94820,302,8
52800,302,8
60670,302,8
57270,302,8
76870,292,8
46470,288,8
74320,275,8
86970,302,8
90520,302,8
121770,493,8
24695,224,8
29595,224,8
30895,224,8
34495,302,8
33840,305,8
26650,305,8
35995,275,8
33500,340,8
56665,340,8
54765,325,8
35695,240,8
40235,270,8
39235,270,8
65000,335,8
81795,500,10
41475,310,10
128420,493,12
126670,493,12
75000,420,12
